location_id,usaf,wban,isd_ids,lon,dist_km,elev_m,utc_offset_hours,begin_verified
177,722037,92809,72203792809|72203799999|99999992809,-80.241,10.04,1.9,-5.0,True
178,722480,13957,72248013957|72248099999|99999913957,-93.824,3.71,69.6,-6.0,True
179,714360,99999,71436099999,-78.363,52.13,191.4,-5.0,True
180,722788,03186,72278803186|72278899999|99999903186,-112.383,28.95,295.1,-7.0,True
181,716110,99999,71611099999,-71.817,12.11,181.0,-5.0,True
182,724769,94035,72476994035|72476999999|99999994035,-105.017,11.65,1528.6,-7.0,True
183,723273,13827,72327313827|72327399999|99999913827,-86.52,19.4,165.5,-6.0,True
184,722906,93112,72290693112|72290699999|99999993112,-117.21,59.9,4.4,-8.0,True
185,747043,03165,74704303165|74704399999|99999903165,-118.033,34.48,90.2,-8.0,True
186,723816,03159,72381603159|72381699999|99999903159,-118.213,6.3,712.6,-8.0,True
187,724400,13995,72440013995|72440099999|99999913995,-93.39,10.02,384.7,-6.0,True
188,722594,53909,72259453909|72259499999|99999953909,-97.32,29.9,215.6,-6.0,True
189,724839,93225,72483993225|72483999999|99999993225,-121.595,25.1,7.5,-8.0,True
190,717300,99999,71730099999,-80.799,18.61,347.8,-5.0,True
191,722570,03933,72257003933|72257099999|99999903933,-97.717,6.32,281.6,-6.0,True
192,723820,23182,72382023182|72382099999|99999923182,-118.083,4.69,764.8,-8.0,True
193,744860,94789,74486094789|74486099999|99999994789,-73.764,45.48,2.7,-5.0,True
194,720333,53175,72033353175|72033399999|99999953175,-117.602,5.24,162.5,-8.0,False
195,724037,93728,72403793728|72403799999|99999993728,-77.183,14.26,22.3,-5.0,True
196,722080,13880,72208013880|72208099999|99999913880,-80.041,10.14,11.8,-5.0,True
197,725930,23233,72593023233|72593099999|99999923233,-121.609,3.66,22.3,-8.0,False
198,724460,03947,72446003947|72446099999|99999903947,-94.731,19.42,307.4,-6.0,True
199,722170,03813,72217003813|72217099999|99999903813,-83.653,13.88,104.5,-5.0,True
200,724927,23285,72492723285|72492799999|99999923285,-121.815,26.48,119.8,-8.0,True
201,722024,12882,72202412882|72202499999|99999912882,-80.283,17.92,1.3,-5.0,True
202,724699,03065,72469903065|72469999999|99999903065,-105.117,22.36,1705.4,-7.0,True
203,724937,23289,72493723289|72493799999|99999923289,-122.117,12.07,2.1,-8.0,True
204,744910,14703,74491014703|74491099999|99999914703,-72.533,9.42,73.5,-5.0,True
205,727930,24233,72793024233|72793099999|99999924233,-122.314,20.71,112.5,-8.0,True
206,711080,99999,71108099999,-122.363,7.52,59.4,-8.0,True
207,725348,04831,72534804831|72534899999|99999904831,-88.085,17.36,201.2,-6.0,False
208,725040,94702,72504094702|72504099999|99999994702,-73.127,6.32,1.8,-5.0,True
209,725345,14834,72534514834|72534599999|99999914834,-88.167,2.46,177.4,-6.0,False
210,720291,53970,72029153970|72029199999|99999953970,-96.531,5.16,136.3,-6.0,False
211,722506,12959,72250612959|72250699999|99999912959,-98.245,5.11,30.1,-6.0,True
212,724475,93909,72447593909|72447599999|99999993909,-94.89,9.01,321.5,-6.0,True
213,717140,99999,71714099999,-71.383,12.72,74.0,-5.0,True
214,722070,03822,72207003822|72207099999|99999903822,-81.202,13.2,8.7,-5.0,True
215,747560,12816,74756012816|74756099999|99999912816,-82.276,6.98,40.7,-5.0,False
216,717750,99999,71775099999,-122.683,15.4,5.0,-8.0,True
217,722436,12906,72243612906|72243699999|99999912906,-95.167,4.5,9.8,-6.0,True
218,722040,12838,72204012838|72204099999|99999912838,-80.636,16.39,6.7,-5.0,True
219,712820,99999,71282099999,-79.217,41.5,221.0,-5.0,False
220,722887,03180,72288703180|72288799999|99999903180,-117.783,5.04,308.2,-8.0,True
221,722560,13959,72256013959|72256099999|99999913959,-97.228,7.59,151.9,-6.0,True
222,720534,00161,72053400161|72053499999|99999900161,-105.05,14.18,1564.2,-7.0,False
223,722650,23023,72265023023|72265099999|99999923023,-102.209,12.4,872.4,-6.0,True
224,725430,94822,72543094822|72543099999|99999994822,-89.093,7.76,221.0,-6.0,True
225,723100,13883,72310013883|72310099999|99999913883,-81.118,22.4,68.3,-5.0,True
226,747020,23110,74702023110|74702099999|99999923110,-119.95,55.81,70.7,-8.0,True
227,745056,53120,74505653120|74505699999|99999953120,-116.916,18.12,422.0,-8.0,True
228,725190,14771,72519014771|72519099999|99999914771,-76.104,8.42,124.9,-5.0,True
229,716170,99999,71617099999,-71.133,5.65,128.0,-5.0,True
230,712030,99999,71203099999,-119.378,9.31,429.5,-8.0,True
231,713520,99999,71352099999,-80.417,18.86,376.0,-5.0,False
232,720734,00264,72073400264|72073499999|99999900264,-116.523,10.42,773.3,-7.0,False
233,723825,23131,72382523131|72382599999|99999923131,-117.383,6.71,879.4,-8.0,False
234,722540,13904,72254013904|72254099999|99999913904,-97.68,38.19,146.3,-6.0,True
235,722350,03940,72235003940|72235099999|99999903940,-90.078,12.68,90.2,-6.0,True
236,725045,14758,72504514758|72504599999|99999914758,-72.889,58.51,1.8,-5.0,True
237,717240,99999,71724099999,-72.5,8.64,6.0,-5.0,True
238,722599,03971,72259903971|72259999999|99999903971,-96.868,42.62,200.4,-6.0,True
239,722030,12844,72203012844|72203099999|99999912844,-80.099,48.75,3.5,-5.0,True
240,725087,14752,72508714752|72508799999|99999914752,-72.651,52.39,4.0,-5.0,True
241,722956,03167,72295603167|72295699999|99999903167,-118.333,37.62,16.6,-8.0,True
242,712970,99999,71297099999,-79.9,37.33,102.0,-5.0,False
243,722955,03174,72295503174|72295599999|99999903174,-118.34,3.42,29.6,-8.0,True
244,722869,03171,72286903171|72286999999|99999903171,-117.435,43.47,257.7,-8.0,True
245,725450,14990,72545014990|72545099999|99999914990,-91.725,9.79,256.0,-6.0,True
246,725755,24101,72575524101|72575599999|99999924101,-111.967,47.8,1459.7,-7.0,True
247,745980,13702,74598013702|74598099999|99999913702,-76.36,6.79,3.1,-5.0,True
248,725377,14804,72537714804|72537799999|99999914804,-82.818,21.24,176.8,-5.0,True
249,725287,04724,72528704724|72528799999|99999904724,-78.938,27.31,178.3,-5.0,True
250,724290,93815,72429093815|72429099999|99999993815,-84.219,13.58,302.6,-5.0,True
251,727530,14914,72753014914|72753099999|99999914914,-96.812,6.72,272.8,-6.0,True
252,745057,53130,74505753130|74505799999|99999953130,-118.413,27.56,305.7,-8.0,True
253,727934,94248,72793494248|72793499999|99999994248,-122.214,11.67,5.5,-8.0,True
254,747390,13961,74739013961|74739099999|99999913961,-97.364,47.02,213.6,-6.0,False
255,725370,94847,72537094847|72537099999|99999994847,-83.331,46.11,191.9,-5.0,True
256,711710,99999,71171099999,-79.4,56.24,79.0,-5.0,False
257,727976,24217,72797624217|72797699999|99999924217,-122.541,33.19,45.9,-8.0,True
258,716200,99999,71620099999,-76.597,9.41,93.0,-5.0,True
259,722660,13962,72266013962|72266099999|99999913962,-99.682,7.15,544.8,-6.0,True
260,723540,13919,72354013919|72354099999|99999913919,-97.383,19.91,393.5,-6.0,True
261,724450,03945,72445003945|72445099999|99999903945,-92.215,17.4,272.2,-6.0,True
262,722420,12923,72242012923|72242099999|99999912923,-94.864,54.65,1.5,-6.0,True
263,723897,99999,72389799999,-119.82,16.28,84.7,-8.0,False
264,720606,00198,72060600198|72060699999|99999900198,-80.003,24.8,5.2,-5.0,False
265,723110,13873,72311013873|72311099999|99999913873,-83.327,3.98,239.0,-5.0,True
266,747460,03904,74746003904|74746099999|99999903904,-96.363,6.41,96.0,-6.0,False
267,722022,12803,72202212803|72202299999|99999912803,-80.108,40.87,4.0,-5.0,False
268,723020,13748,72302013748|72302099999|99999913748,-77.9,6.56,7.0,-5.0,False
269,725170,14737,72517014737|72517099999|99999914737,-75.448,6.77,117.4,-5.0,True
270,724560,13996,72456013996|72456099999|99999913996,-95.626,7.35,268.1,-6.0,True
271,747880,12810,74788012810|74788099999|99999912810,-82.517,59.76,4.3,-5.0,True
272,720644,00226,72064400226|72064499999|99999900226,-112.683,4.17,311.2,-7.0,False
273,723564,53908,72356453908|72356499999|99999953908,-95.99,18.8,189.1,-6.0,True
274,723910,93111,72391093111|72391099999|99999993111,-119.123,37.94,3.8,-8.0,True
275,726440,14925,72644014925|72644099999|99999914925,-92.492,12.31,397.9,-6.0,True
276,722405,13976,72240513976|72240599999|99999913976,-91.99,3.73,10.8,-6.0,True
277,724955,93227,72495593227|72495599999|99999993227,-122.28,11.35,4.7,-8.0,True
278,745160,23202,74516023202|74516099999|99999923202,-121.933,33.33,18.9,-8.0,True
279,720533,00160,72053300160|72053399999|99999900160,-105.217,22.88,1612.1,-7.0,False
280,722648,03031,72264803031|72264899999|99999903031,-102.387,6.33,909.3,-6.0,False
281,725059,14702,72505914702|72505999999|99999914702,-71.289,17.45,40.5,-5.0,True
282,722416,12971,72241612971|72241699999|99999912971,-98.046,6.76,197.6,-6.0,True
283,724828,93241,72482893241|72482899999|99999993241,-121.959,14.4,31.7,-8.0,False
284,725376,14853,72537614853|72537699999|99999914853,-83.526,17.41,215.7,-5.0,True
285,723926,23136,72392623136|72392699999|99999923136,-119.088,19.76,21.6,-8.0,True
286,725080,14740,72508014740|72508099999|99999914740,-72.682,19.02,51.6,-5.0,True
287,724950,23254,72495023254|72495099999|99999923254,-122.053,25.73,7.0,-8.0,False
288,720306,53879,72030653879|72030699999|99999953879,-94.371,14.27,304.8,-6.0,False
289,716310,99999,71631099999,-80.75,58.32,415.0,-5.0,True
290,726770,24033,72677024033|72677099999|99999924033,-108.546,2.11,1094.3,-7.0,True
291,722079,53888,72207953888|72207999999|99999953888,-80.304,36.48,223.4,-5.0,False
292,726837,24162,72683724162|72683799999|99999924162,-117.008,59.42,666.8,-7.0,True
293,743945,14710,74394514710|74394599999|99999914710,-71.436,33.69,69.8,-5.0,True
294,715240,99999,71524099999,-73.433,21.36,21.0,-5.0,False
295,722427,12975,72242712975|72242799999|99999912975,-95.242,13.26,11.9,-6.0,False
296,722444,53902,72244453902|72244499999|99999953902,-95.418,7.33,69.4,-6.0,True
297,725850,93228,72585093228|72585099999|99999993228,-122.115,45.67,13.1,-8.0,False
298,720687,99999,72068799999,-117.017,16.21,460.9,-8.0,False
299,722143,53975,72214353975|72214399999|99999953975,-96.719,43.74,152.7,-6.0,False
300,717830,99999,71783099999,-123.3,8.19,60.0,-8.0,True
301,722049,92805,72204992805|72204999999|99999992805,-80.111,2.33,4.6,-5.0,True
302,723640,99999,72364099999,-106.703,50.31,1253.6,-7.0,False
303,726050,14745,72605014745|72605099999|99999914745,-71.503,24.93,103.2,-5.0,True
304,A00028,04116,A0002804116|A0002899999|99999904116,-111.993,1.95,1403.0,-7.0,False
305,720538,00164,72053800164|72053899999|99999900164,-105.167,33.14,1541.1,-7.0,False
306,724320,93817,72432093817|72432099999|99999993817,-87.515,7.14,122.5,-6.0,True
307,725029,64707,72502964707|72502999999|99999964707,-73.133,11.61,221.3,-5.0,True
308,725305,94892,72530594892|72530599999|99999994892,-88.251,17.05,228.3,-6.0,True
309,724768,24051,72476824051|72476899999|99999924051,-104.632,12.02,1431.7,-7.0,True
310,722934,53121,72293453121|72293499999|99999953121,-117.35,36.6,9.1,-8.0,True
311,720406,00135,72040600135|72040699999|99999900135,-122.55,27.54,1.2,-8.0,False
312,722132,63801,72213263801|72213299999|99999963801,-80.707,6.48,214.9,-5.0,False
313,725724,24174,72572424174|72572499999|99999924174,-111.723,7.23,1370.7,-7.0,True
314,723647,03034,72364703034|72364799999|99999903034,-106.795,17.86,1779.1,-7.0,False
315,722116,12873,72211612873|72211699999|99999912873,-82.686,11.17,0.1,-5.0,True
316,722286,93806,72228693806|72228699999|99999993806,-87.616,8.53,45.3,-6.0,True
317,722927,03177,72292703177|72292799999|99999903177,-117.277,49.93,95.3,-8.0,True
318,725390,14836,72539014836|72539099999|99999914836,-84.6,7.56,261.2,-5.0,True
319,722448,13972,72244813972|72244899999|99999913972,-95.404,10.27,159.5,-6.0,True
320,722039,12885,72203912885|72203999999|99999912885,-80.178,28.57,3.5,-5.0,True
321,727937,24222,72793724222|72793799999|99999924222,-122.283,8.39,167.1,-8.0,True
322,724390,93822,72439093822|72439099999|99999993822,-89.684,6.88,179.7,-6.0,True
323,722410,12917,72241012917|72241099999|99999912917,-94.026,18.72,3.8,-6.0,True
324,722270,13864,72227013864|72227099999|99999913864,-84.517,31.87,325.5,-5.0,True
325,722928,00369,72292800369|72292899999|99999900369,-117.456,23.65,27.1,-8.0,False
326,720839,00279,72083900279|72083999999|99999900279,-119.876,17.2,1540.2,-8.0,False
327,726985,24242,72698524242|72698599999|99999924242,-122.41,5.95,7.5,-8.0,True
328,723940,23273,72394023273|72394099999|99999923273,-120.452,4.41,74.2,-8.0,True
329,726986,94261,72698694261|72698699999|99999994261,-122.956,2.85,59.8,-8.0,True
330,725320,14842,72532014842|72532099999|99999914842,-89.684,10.97,199.7,-6.0,True
331,722029,12888,72202912888|72202999999|99999912888,-80.435,50.93,1.8,-5.0,True
332,763503,99999,76350399999,-98.229,35.22,42.4,-6.0,True
333,712500,99999,71250099999,-52.783,13.38,110.0,-3.5,False
334,724640,93058,72464093058|72464099999|99999993058,-104.506,9.41,1424.5,-7.0,True
335,723925,23190,72392523190|72392599999|99999923190,-119.842,56.69,2.5,-8.0,True
336,720672,00485,72067200485|72067299999|99999900485,-81.206,8.54,10.1,-5.0,False
337,710720,99999,71072099999,-89.317,6.21,199.0,-5.0,False
338,724754,23186,72475423186|72475499999|99999923186,-113.6,3.3,894.9,-7.0,True
339,724666,93067,72466693067|72466699999|99999993067,-104.848,3.69,1789.2,-7.0,True
340,722885,93197,72288593197|72288599999|99999993197,-118.447,30.57,53.3,-8.0,True
341,717840,99999,71784099999,-123.2,33.45,168.0,-8.0,True
342,727855,24114,72785524114|72785599999|99999924114,-117.65,31.44,750.1,-8.0,True
343,722543,12977,72254312977|72254399999|99999912977,-95.657,3.77,23.5,-6.0,True
344,724468,03967,72446803967|72446899999|99999903967,-94.739,31.68,327.3,-6.0,True
345,726887,99999,72688799999,-121.453,23.2,1269.2,-8.0,False
346,722866,23122,72286623122|72286699999|99999923122,-117.235,23.77,353.3,-8.0,False
