location_id,icao,lcd_id,dist_km,elev_m,archive_begin,tier
474,GSH,USW00014829,23.1,252.0,1948-11-30,1
475,CNO,USW00003179,27.6,198.0,1977-07-04,1
476,MEM,USW00013893,8.4,87.0,1931-10-31,1
477,CRW,USW00013866,5.0,299.0,1949-02-01,1
478,JLN,USW00013987,7.7,293.32205,1948-01-01,1
479,GOK,USW00053913,73.6,326.0,1998-05-01,1
480,PDK,USW00053863,3.4,305.0,1981-08-01,1
481,EWR,USW00014734,20.8,2.0,1930-12-31,1
482,GRI,USW00014935,5.4,563.4602,1929-02-04,1
483,CLT,USW00013881,23.3,228.0,1941-07-22,1
484,MBS,USW00014845,16.1,202.0,1948-11-30,1
485,BIV,USW00004839,39.3,208.0,1982-06-15,1
486,RNT,USW00094248,19.2,9.0,1980-02-15,1
487,PHX,USW00023183,66.0,337.0,1931-01-01,1
488,MLU,USW00013942,7.6,24.0,1912-07-01,1
489,RWI,USW00093759,15.2,48.0,1973-06-20,1
490,AKR,USW00014813,10.8,325.0,1928-08-13,1
491,SNA,USW00093184,24.8,16.0,1940-06-17,1
492,CXY,USW00014751,6.9,106.0,1931-01-19,1
493,HTS,USW00003860,11.3,255.0,1961-12-01,1
494,BOI,USW00024131,37.5,874.0,1929-01-01,1
495,LGU,USW00094128,6.2,1358.0,1981-11-10,1
496,GLS,USW00012923,7.2,16.0,1939-01-01,1
497,SBM,USW00004841,11.2,232.0,1996-08-31,1
498,ROW,USW00023009,10.5,1118.0,1942-07-13,1
499,DEN,USW00003017,36.0,1656.0,1974-11-12,1
