location_id,city,state,lat,lng,dem_m,timezone,utc_offset_hours
1351,Exeter,United Kingdom,50.7236,-3.5275,46.0000,Europe/London,0
1352,Colchester,United Kingdom,51.8892,0.9042,29.0000,Europe/London,0
1353,Umeå,Sweden,63.8284,20.2597,24.0000,Europe/Stockholm,1
1354,Zwolle,The Netherlands,52.5125,6.0944,9.0000,Europe/Amsterdam,1
1355,Acilia-Castel Fusano-Ostia Antica,Italy,41.7634,12.3308,5.0000,Europe/Rome,1
1356,Győr,Hungary,47.6833,17.6351,122.0000,Europe/Budapest,1
1357,Białołeka,Poland,52.3213,20.9720,80.0000,Europe/Warsaw,1
1358,Besançon,France,47.2488,6.0182,300.0000,Europe/Paris,1
1359,Västerås,Sweden,59.6162,16.5528,16.0000,Europe/Stockholm,1
1360,Opole,Poland,50.6712,17.9260,173.0000,Europe/Warsaw,1
1361,Elbląg,Poland,54.1522,19.4088,8.0000,Europe/Warsaw,1
1362,Płock,Poland,52.5468,19.7064,103.0000,Europe/Warsaw,1
1363,Wałbrzych,Poland,50.7714,16.2843,495.0000,Europe/Warsaw,1
1364,Mataró,Spain,41.5421,2.4445,43.0000,Europe/Madrid,1
1365,Solihull,United Kingdom,52.4143,-1.7809,132.0000,Europe/London,0
1366,Salerno,Italy,40.6754,14.7933,46.0000,Europe/Rome,1
1367,Watford,United Kingdom,51.6553,-0.3960,77.0000,Europe/London,0
1368,Kuopio,Finland,62.8924,27.6770,90.0000,Europe/Helsinki,2
1369,Saint Peters,United Kingdom,51.3667,1.4167,43.0000,Europe/London,0
1370,León,Spain,42.6000,-5.5703,844.0000,Europe/Madrid,1
1371,Leeuwarden,The Netherlands,53.2027,5.8097,1.0000,Europe/Amsterdam,1
1372,Monza,Italy,45.5800,9.2725,171.0000,Europe/Rome,1
1373,Crawley,United Kingdom,51.1130,-0.1831,84.0000,Europe/London,0
1374,Metz,France,49.1191,6.1727,182.0000,Europe/Paris,1
1375,Wolfsburg,Germany,52.4245,10.7815,62.0000,Europe/Berlin,1
1376,Dos Hermanas,Spain,37.2829,-5.9209,45.0000,Europe/Madrid,1
1377,Maastricht,The Netherlands,50.8483,5.6889,56.0000,Europe/Amsterdam,1
1378,Bern,Switzerland,46.9481,7.4474,549.0000,Europe/Zurich,1
1379,Lahti,Finland,60.9827,25.6615,105.0000,Europe/Helsinki,2
1380,Siracusa,Italy,37.0754,15.2866,22.0000,Europe/Rome,1
1381,Stara Zagora,Bulgaria,42.4320,25.6426,205.0000,Europe/Sofia,2
1382,Algeciras,Spain,36.1333,-5.4505,29.0000,Europe/Madrid,1
1383,Bergamo,Italy,45.6960,9.6672,260.0000,Europe/Rome,1
1384,Ruse,Bulgaria,43.8487,25.9534,39.0000,Europe/Sofia,2
1385,Heilbronn,Germany,49.1399,9.2205,173.0000,Europe/Berlin,1
1386,Trento,Italy,46.0679,11.1211,204.0000,Europe/Rome,1
1387,Ingolstadt,Germany,48.7651,11.4237,379.0000,Europe/Berlin,1
1388,Ulm,Germany,48.3984,9.9916,480.0000,Europe/Berlin,1
1389,Włocławek,Poland,52.6482,19.0678,58.0000,Europe/Warsaw,1
1390,Perugia,Italy,43.1122,12.3888,482.0000,Europe/Rome,1
1391,Leiden,The Netherlands,52.1583,4.4931,6.0000,Europe/Amsterdam,1
1392,Pescara,Italy,42.4584,14.2028,5.0000,Europe/Rome,1
1393,Dordrecht,The Netherlands,51.8100,4.6736,3.0000,Europe/Amsterdam,1
1394,Cheltenham,United Kingdom,51.9001,-2.0797,60.0000,Europe/London,0
1395,Bremerhaven,Germany,53.5536,8.5755,2.0000,Europe/Berlin,1
1396,Brugge,Belgium,51.2089,3.2242,13.0000,Europe/Brussels,1
1397,Zielona Góra,Poland,51.9355,15.5064,143.0000,Europe/Warsaw,1
1398,Setúbal,Portugal,38.5244,-8.8882,16.0000,Europe/Lisbon,0
1399,Tarnów,Poland,50.0138,20.9870,220.0000,Europe/Warsaw,1
1400,Nyíregyháza,Hungary,47.9554,21.7167,111.0000,Europe/Budapest,1
1401,Cadiz,Spain,36.5267,-6.2891,22.0000,Europe/Madrid,1
1402,Forlì,Italy,44.2218,12.0414,36.0000,Europe/Rome,1
1403,Orléans,France,47.9025,1.9041,115.0000,Europe/Paris,1
1404,Rouen,France,49.4431,1.0993,21.0000,Europe/Paris,1
1405,Zoetermeer,The Netherlands,52.0575,4.4931,0.0000,Europe/Amsterdam,1
1406,Lasnamäe,Estonia,59.4336,24.8602,44.0000,Europe/Tallinn,2
1407,Gorzów Wielkopolski,Poland,52.7337,15.2250,42.0000,Europe/Warsaw,1
1408,Doncaster,United Kingdom,53.5228,-1.1312,19.0000,Europe/London,0
1409,Jaén,Spain,37.7692,-3.7903,558.0000,Europe/Madrid,1
1410,Jönköping,Sweden,57.7814,14.1562,100.0000,Europe/Stockholm,1
1411,Satu Mare,Romania,47.7993,22.8625,124.0000,Europe/Bucharest,2
1412,Vicenza,Italy,45.5467,11.5475,45.0000,Europe/Rome,1
1413,Winterthur,Switzerland,47.5056,8.7241,441.0000,Europe/Zurich,1
1414,Mulhouse,France,47.7520,7.3287,238.0000,Europe/Paris,1
1415,Terni,Italy,42.5633,12.6433,127.0000,Europe/Rome,1
1416,Namur,Belgium,50.4669,4.8675,88.0000,Europe/Brussels,1
1417,Perpignan,France,42.6976,2.8954,43.0000,Europe/Paris,1
1418,Caen,France,49.1859,-0.3591,21.0000,Europe/Paris,1
1419,Mendip,United Kingdom,51.2372,-2.6266,293.0000,Europe/London,0
1420,Pisa,Italy,43.7085,10.4036,6.0000,Europe/Rome,1
1421,Kecskemét,Hungary,46.9062,19.6913,120.0000,Europe/Budapest,1
1422,Wakefield,United Kingdom,53.6833,-1.4977,50.0000,Europe/London,0
1423,Boulogne-Billancourt,France,48.8355,2.2413,35.0000,Europe/Paris,1
1424,Baia Mare,Romania,47.6573,23.5681,220.0000,Europe/Bucharest,2
1425,Kalisz,Poland,51.7611,18.0910,109.0000,Europe/Warsaw,1
1426,Rijeka,Croatia,45.3267,14.4424,12.0000,Europe/Zagreb,1
1427,Basingstoke,United Kingdom,51.2625,-1.0871,96.0000,Europe/London,0
1428,Maidstone,United Kingdom,51.2667,0.5167,9.0000,Europe/London,0
1429,Koszalin,Poland,54.1944,16.1722,30.0000,Europe/Warsaw,1
1430,Legnica,Poland,51.2101,16.1619,121.0000,Europe/Warsaw,1
1431,Ourense,Spain,42.3367,-7.8641,146.0000,Europe/Madrid,1
1432,Nancy,France,48.6844,6.1850,212.0000,Europe/Paris,1
1433,Gera,Germany,50.8803,12.0819,203.0000,Europe/Berlin,1
1434,Ottakring,Austria,48.2167,16.3000,247.0000,Europe/Vienna,1
1435,Helsingborg,Sweden,56.0467,12.6944,13.0000,Europe/Stockholm,1
1436,Lincoln,United Kingdom,53.2268,-0.5379,9.0000,Europe/London,0
1437,Viseu,Portugal,40.6617,-7.9090,469.0000,Europe/Lisbon,0
1438,Buzău,Romania,45.1500,26.8333,93.0000,Europe/Bucharest,2
1439,Queluz,Portugal,38.7566,-9.2545,125.0000,Europe/Lisbon,0
1440,Hildesheim,Germany,52.1508,9.9511,92.0000,Europe/Berlin,1
1441,Liberec,Czechia,50.7671,15.0562,359.0000,Europe/Prague,1
1442,Piatra Neamţ,Romania,46.9167,26.3333,508.0000,Europe/Bucharest,2
1443,Erlangen,Germany,49.5910,11.0078,290.0000,Europe/Berlin,1
1444,Limerick,Ireland,52.6647,-8.6231,7.0000,Europe/Dublin,0
1445,Venlo,The Netherlands,51.3700,6.1681,24.0000,Europe/Amsterdam,1
1446,Novara,Italy,45.4469,8.6212,171.0000,Europe/Rome,1
1447,Székesfehérvár,Hungary,47.1900,18.4103,117.0000,Europe/Budapest,1
1448,Bath,United Kingdom,51.3751,-2.3617,96.0000,Europe/London,0
1449,Argenteuil,France,48.9479,2.2474,37.0000,Europe/Paris,1
1450,Orihuela,Spain,38.0848,-0.9440,32.0000,Europe/Madrid,1
1451,Leuven,Belgium,50.8796,4.7009,28.0000,Europe/Brussels,1
1452,Arezzo,Italy,43.4628,11.8807,264.0000,Europe/Rome,1
1453,Újpest,Hungary,47.5686,19.0846,108.0000,Europe/Budapest,1
1454,Klagenfurt am Wörthersee,Austria,46.6247,14.3053,450.0000,Europe/Vienna,1
1455,Udine,Italy,46.0693,13.2371,116.0000,Europe/Rome,1
1456,Trier,Germany,49.7557,6.6394,141.0000,Europe/Berlin,1
1457,Andria,Italy,41.2312,16.2980,157.0000,Europe/Rome,1
1458,Santiago de Compostela,Spain,42.8805,-8.5457,257.0000,Europe/Madrid,1
1459,Roubaix,France,50.6942,3.1746,33.0000,Europe/Paris,1
1460,Olomouc,Czechia,49.5955,17.2518,223.0000,Europe/Prague,1
1461,Šiauliai,Lithuania,55.9333,23.3167,129.0000,Europe/Vilnius,2
1462,Acharnés,Greece,38.0833,23.7333,171.0000,Europe/Athens,2
1463,Kaiserslautern,Germany,49.4430,7.7716,240.0000,Europe/Berlin,1
1464,Słupsk,Poland,54.4641,17.0287,18.0000,Europe/Warsaw,1
1465,Lugo,Spain,43.0099,-7.5560,465.0000,Europe/Madrid,1
1466,Deventer,The Netherlands,52.2550,6.1639,12.0000,Europe/Amsterdam,1
1467,Cesena,Italy,44.1391,12.2431,45.0000,Europe/Rome,1
1468,Maribor,Slovenia,46.5558,15.6459,262.0000,Europe/Ljubljana,1
1469,Cáceres,Spain,39.4765,-6.3722,441.0000,Europe/Madrid,1
1470,Las Rozas de Madrid,Spain,40.4929,-3.8737,718.0000,Europe/Madrid,1
1471,Mons,Belgium,50.4541,3.9523,56.0000,Europe/Brussels,1
1472,San Fernando,Spain,36.4759,-6.1982,15.0000,Europe/Madrid,1
1473,Delft,The Netherlands,52.0067,4.3556,1.0000,Europe/Amsterdam,1
1474,Frederiksberg,Denmark,55.6794,12.5346,15.0000,Europe/Copenhagen,1
1475,Roquetas de Mar,Spain,36.7642,-2.6147,12.0000,Europe/Madrid,1
1476,Alkmaar,The Netherlands,52.6317,4.7486,5.0000,Europe/Amsterdam,1
1477,Norrköping,Sweden,58.5942,16.1826,12.0000,Europe/Stockholm,1
1478,České Budějovice,Czechia,48.9745,14.4743,390.0000,Europe/Prague,1
1479,Râmnicu Vâlcea,Romania,45.1000,24.3667,237.0000,Europe/Bucharest,2
1480,Heerlen,The Netherlands,50.8837,5.9815,114.0000,Europe/Amsterdam,1
1481,Darlington,United Kingdom,54.5243,-1.5504,40.0000,Europe/London,0
1482,Sassari,Italy,40.7259,8.5555,190.0000,Europe/Rome,1
1483,Kalamariá,Greece,40.5825,22.9503,39.0000,Europe/Athens,2
1484,Tartu,Estonia,58.3806,26.7251,39.0000,Europe/Tallinn,2
1485,Hradec Králové,Czechia,50.2092,15.8328,250.0000,Europe/Prague,1
1486,Chester,United Kingdom,53.1905,-2.8919,34.0000,Europe/London,0
1487,Ústí nad Labem,Czechia,50.6607,14.0323,150.0000,Europe/Prague,1
1488,Pleven,Bulgaria,43.4179,24.6167,89.0000,Europe/Sofia,2
1489,Huddinge,Sweden,59.2371,17.9819,33.0000,Europe/Stockholm,1
1490,Botoşani,Romania,47.7500,26.6667,159.0000,Europe/Bucharest,2
1491,Ancona,Italy,43.6072,13.5103,37.0000,Europe/Rome,1
1492,Avignon,France,43.9483,4.8089,31.0000,Europe/Paris,1
1493,Níkaia,Greece,37.9667,23.6500,30.0000,Europe/Athens,2
1494,Guidonia Montecelio,Italy,41.9936,12.7224,92.0000,Europe/Rome,1
1495,Harrogate,United Kingdom,53.9908,-1.5373,127.0000,Europe/London,0
1496,Hartlepool,United Kingdom,54.6855,-1.2103,11.0000,Europe/London,0
1497,Pardubice,Czechia,50.0408,15.7766,227.0000,Europe/Prague,1
1498,El Puerto de Santa María,Spain,36.5939,-6.2330,11.0000,Europe/Madrid,1
1499,Glyfáda,Greece,37.8629,23.7580,24.0000,Europe/Athens,2
